height;lenght;area;eccen;p_black;p_and;mean_tr;blackpix;blackand;wb_trans;Class
10;258;2580;25800;.337;.648;2.67;869;1672;325;Text
24;133;3192;5542;.907;.966;18.67;2894;3085;155;Text
13;297;3861;22846;.409;.600;4.97;1579;2318;318;Text
10;20;200;2000;.540;.780;9.00;108;156;12;Text
8;154;1232;19250;.424;.870;2.75;522;1072;190;Text
187;137;25619;.733;.899;.991;29.29;23025;25400;786;graphic
8;68;544;8500;.540;.974;3.03;294;530;97;Text
54;357;19278;6611;.299;.655;6.40;5766;12626;901;picture
1;117;117;117.00;.974;1.00;38.00;114;117;3;horiz_line
1;47;47;47000;.532;1.00;25.00;25;47;1;horiz_line
26;170;4420;6538;.188;.909;1.54;833;4017;542;Text
9;82;738;9111;.335;.730;2.47;247;539;100;Text
10;154;1540;15400;.342;.664;2.55;527;1022;207;Text
12;72;864;6000;.623;.860;6.73;538;743;80;Text
24;157;3768;6542;.905;.958;18.34;3411;3609;186;Text
11;183;2013;16636;.481;.747;4.66;969;1503;208;Text
10;9;90;.900;.644;.689;58.00;58;62;1;Text
8;141;1128;17625;.447;.932;2.45;504;1051;206;Text
14;407;5698;29071;.353;.574;4.54;2010;3273;443;Text
10;10;100;1000;.460;.460;46.00;46;46;1;Text
10;82;820;8200;.362;.690;2.75;297;566;108;Text
14;435;6090;31071;.355;.571;4.58;2164;3478;472;Text
9;17;153;1889;.523;.869;7.27;80;133;11;Text
10;430;4300;43000;.351;.772;2.70;1508;3318;559;Text
14;372;5208;26571;.378;.586;4.99;1971;3050;395;Text
10;18;180;1800;.522;.772;8.55;94;139;11;Text
10;143;1430;14300;.355;.775;2.33;508;1108;218;Text
24;336;8064;14000;.898;.958;15.91;7238;7729;455;Text
14;321;4494;22929;.361;.595;4.71;1624;2675;345;Text
10;18;180;1800;.600;.844;7.20;108;152;15;Text
7;156;1092;22286;.473;.991;2.37;517;1082;218;Text
23;124;2852;5391;.941;1.00;17.21;2684;2852;156;Text
14;397;5558;28357;.342;.536;4.53;1902;2979;420;Text
9;20;180;2222;.550;.733;9.90;99;132;10;Text
8;155;1240;19375;.452;.882;2.78;561;1094;202;Text
14;364;5096;26000;.366;.562;4.71;1865;2865;396;Text
10;19;190;1900;.584;.842;6.94;111;160;16;Text
10;186;1860;18600;.347;.771;2.42;645;1434;267;Text
14;265;3710;18929;.354;.565;4.47;1315;2097;294;Text
3;3;9;1000;.889;.889;8.00;8;8;1;Text
3;3;9;1000;.778;.778;7.00;7;7;1;Text
10;19;190;1900;.563;.837;8.23;107;159;13;Text
7;64;448;9143;.498;.911;2.93;223;408;76;Text
13;350;4550;26923;.381;.589;4.49;1732;2682;386;Text
9;18;162;2000;.630;.944;7.29;102;153;14;Text
14;273;3822;19500;.373;.701;4.59;1424;2681;310;Text
8;63;504;7875;.435;.843;2.41;219;425;91;Text
7;1;7;.143;1.00;1.00;7.00;7;7;1;horiz_line
11;1;11;.091;1.00;1.00;11.00;11;11;1;vert_line
132;547;72204;4144;.370;.483;20.66;26693;34874;1292;graphic
8;74;592;9250;.568;.983;3.11;336;582;108;Text
1;40;40;40000;.900;1.00;12.00;36;40;3;Text
1;52;52;52000;.962;1.00;25.00;50;52;2;horiz_line
1;32;32;32000;.438;1.00;2.00;14;32;7;Text
25;169;4225;6760;.215;.947;1.57;907;4000;579;horiz_line
9;82;738;9111;.364;.839;2.80;269;619;96;Text
10;155;1550;15500;.314;.631;2.64;486;978;184;Text
12;71;852;5917;.608;.866;5.95;518;738;87;Text
1;27;27;27000;.259;1.00;1.40;7;27;5;horiz_line
1;39;39;39000;.308;1.00;1.71;12;39;7;horiz_line
1;34;34;34000;.353;1.00;1.71;12;34;7;horiz_line
24;107;2568;4458;.908;.982;16.91;2333;2523;138;Text
11;184;2024;16727;.455;.760;4.72;920;1539;195;Text
9;9;81;1000;.519;.531;42.00;42;43;1;Text
8;52;416;6500;.450;.921;2.88;187;383;65;Text
14;399;5586;28500;.383;.593;5.04;2142;3315;425;Text
10;9;90;.900;.689;.789;10.33;62;71;6;Text
8;126;1008;15750;.469;.961;2.87;473;969;165;Text
14;359;5026;25643;.368;.615;4.56;1848;3093;405;Text
10;18;180;1800;.467;.778;8.40;84;140;10;Text
11;245;2695;22273;.353;.765;2.77;952;2063;344;Text
24;124;2976;5167;.902;.961;16.66;2683;2859;161;Text
14;367;5138;26214;.349;.576;4.50;1791;2962;398;Text
10;19;190;1900;.568;.774;9.82;108;147;11;Text
11;141;1551;12818;.366;.790;2.85;567;1225;199;Text
11;344;3784;31273;.446;.712;4.71;1686;2694;358;Text
10;18;180;1800;.572;.867;6.44;103;156;16;Text
14;153;2142;10929;.380;.643;4.44;813;1378;183;Text
11;167;1837;15182;.371;.800;2.86;681;1470;238;Text
15;419;6285;27933;.345;.526;4.50;2170;3309;482;Text
3;4;12;1333;.667;.667;8.00;8;8;1;Text
10;17;170;1700;.506;.771;7.82;86;131;11;Text
11;292;3212;26545;.341;.761;2.95;1096;2445;371;Text
14;326;4564;23286;.363;.589;4.40;1657;2689;377;Text
9;18;162;2000;.660;.883;7.13;107;143;15;Text
14;253;3542;18071;.372;.826;4.36;1317;2924;302;Text
11;251;2761;22818;.355;.743;2.93;979;2052;334;Text
14;269;3766;19214;.337;.625;4.61;1271;2353;276;Text
3;3;9;1000;.889;.889;8.00;8;8;1;Text
9;18;162;2000;.623;.864;7.77;101;140;13;Text
13;201;2613;15462;.400;.722;4.45;1046;1887;235;Text
11;246;2706;22364;.349;.765;2.85;944;2071;331;Text
3;106;318;35333;.258;.340;6.31;82;108;13;horiz_line
1;28;28;28000;.536;1.00;3.00;15;28;5;horiz_line
1;255;255;255.00;.686;1.00;4.86;175;255;36;horiz_line
1;10;10;10000;1.00;1.00;10.00;10;10;1;horiz_line
1;9;9;9000;.889;1.00;8.00;8;9;1;horiz_line
9;1;9;.111;1.00;1.00;9.00;9;9;1;vert_line
178;140;24920;.787;.574;.649;21.52;14292;16177;664;graphic
8;54;432;6750;.537;.951;3.36;232;411;69;Text
54;357;19278;6611;.324;.644;6.22;6238;12422;1003;picture
28;171;4788;6107;.258;.912;1.99;1235;4369;621;Text
20;1;20;.050;1.00;1.00;20.00;20;20;1;vert_line
9;83;747;9222;.391;.795;3.21;292;594;91;Text
10;155;1550;15500;.329;.601;2.88;510;931;177;Text
12;72;864;6000;.630;.885;6.11;544;765;89;Text
25;1;25;.040;1.00;1.00;25.00;25;25;1;vert_line
1;19;19;19000;.632;1.00;4.00;12;19;3;horiz_line
1;44;44;44000;.727;1.00;5.33;32;44;6;horiz_line
1;14;14;14000;1.00;1.00;14.00;14;14;1;horiz_line
17;203;3451;11941;.925;.999;14.19;3192;3448;225;Text
9;8;72;.889;.681;.764;12.25;49;55;4;Text
10;170;1700;17000;.499;.928;4.35;849;1577;195;Text
8;121;968;15125;.431;.980;3.11;417;949;134;Text
13;400;5200;30769;.364;.609;4.52;1891;3168;418;Text
9;8;72;.889;.722;.792;13.00;52;57;4;Text
8;59;472;7375;.464;.985;2.74;219;465;80;Text
13;354;4602;27231;.380;.598;4.39;1749;2750;398;Text
9;14;126;1556;.587;.944;6.17;74;119;12;Text
13;130;1690;10000;.392;.697;4.77;663;1178;139;Text
8;58;464;7250;.442;.903;3.15;205;419;65;Text
10;1;10;.100;1.00;1.00;10.00;10;10;1;vert_line
9;18;162;2000;.580;.852;7.83;94;138;12;Text
12;335;4020;27917;.400;.677;4.61;1606;2722;348;Text
18;1;18;.056;1.00;1.00;18.00;18;18;1;vert_line
13;222;2886;17077;.377;.692;4.92;1087;1997;221;Text
10;280;2800;28000;.356;.770;2.63;998;2157;380;Text
17;106;1802;6235;.927;1.00;14.53;1671;1802;115;Text
13;159;2067;12231;.412;.627;4.81;852;1296;177;Text
9;17;153;1889;.608;.856;7.15;93;131;13;Text
9;86;774;9556;.394;.705;2.85;305;546;107;Text
17;266;4522;15647;.921;1.00;12.82;4167;4522;325;Text
8;1;8;.125;1.00;1.00;8.00;8;8;1;vert_line
13;349;4537;26846;.380;.668;4.36;1724;3029;395;Text
9;18;162;2000;.605;.895;7.00;98;145;14;Text
27;1;27;.037;1.00;1.00;27.00;27;27;1;vert_line
8;162;1296;20250;.435;.936;3.00;564;1213;188;Text
10;18;180;1800;.522;.694;9.40;94;125;10;Text
12;285;3420;23750;.411;.708;4.33;1404;2421;324;Text
10;159;1590;15900;.355;.719;3.07;564;1144;184;Text
17;245;4165;14412;.913;.997;12.97;3801;4152;293;Text
12;332;3984;27667;.402;.659;4.50;1602;2626;356;Text
9;17;153;1889;.627;.922;6.40;96;141;15;Text
31;1;31;.032;1.00;1.00;31.00;31;31;1;vert_line
12;175;2100;14583;.403;.774;4.28;847;1625;198;Text
10;205;2050;20500;.381;.708;3.04;781;1451;257;Text
17;98;1666;5765;.929;1.00;14.88;1548;1666;104;Text
10;17;170;1700;.482;.759;6.83;82;129;12;Text
12;252;3024;21000;.416;.682;4.75;1259;2062;265;Text
10;151;1510;15100;.381;.785;3.48;575;1186;165;Text
13;433;5629;33308;.375;.605;4.82;2109;3404;438;Text
9;17;153;1889;.601;.889;8.36;92;136;11;Text
8;1;8;.125;1.00;1.00;8.00;8;8;1;vert_line
10;252;2520;25200;.377;.775;2.88;950;1953;330;Text
1;30;30;30000;.400;1.00;2.40;12;30;5;horiz_line
1;94;94;94000;.564;1.00;3.31;53;94;16;horiz_line
1;193;193;193.00;.570;1.00;2.97;110;193;37;horiz_line
128;347;44416;2711;.399;.567;13.07;17721;25163;1356;graphic
8;50;400;6250;.528;.955;3.01;211;382;70;Text
26;378;9828;14538;.229;.584;3.46;2252;5737;650;Text
1;159;159;159.00;.975;1.00;77.50;155;159;2;horiz_line
25;169;4225;6760;.218;.971;1.58;923;4101;586;Text
9;82;738;9111;.352;.798;2.63;260;589;99;Text
10;154;1540;15400;.315;.639;2.53;485;984;192;Text
12;71;852;5917;.628;.872;6.77;535;743;79;Text
24;166;3984;6917;.905;.980;17.08;3604;3905;211;Text
12;1;12;.083;1.00;1.00;12.00;12;12;1;vert_line
11;183;2013;16636;.465;.841;4.53;937;1693;207;Text
10;16;160;1600;.544;.875;7.25;87;140;12;Text
10;240;2400;24000;.383;.821;2.75;919;1971;334;Text
14;419;5866;29929;.373;.603;4.51;2188;3535;485;Text
3;3;9;1000;.889;.889;8.00;8;8;1;Text
9;16;144;1778;.556;.958;6.67;80;138;12;Text
13;136;1768;10462;.415;.778;4.58;733;1375;160;Text
9;161;1449;17889;.432;.930;2.87;626;1347;218;Text
10;19;190;1900;.600;.858;7.60;114;163;15;Text
14;203;2842;14500;.362;.670;4.36;1028;1904;236;Text
11;62;682;5636;.353;.780;3.21;241;532;75;Text
10;19;190;1900;.542;.768;7.36;103;146;14;Text
14;390;5460;27857;.358;.590;4.44;1956;3224;441;Text
3;3;9;1000;.889;.889;8.00;8;8;1;Text
13;123;1599;9462;.428;.798;4.38;684;1276;156;Text
10;327;3270;32700;.379;.767;2.75;1239;2508;450;Text
23;371;8533;16130;.941;1.00;16.83;8027;8533;477;Text
11;184;2024;16727;.484;.884;4.60;979;1789;213;Text
10;19;190;1900;.621;.858;8.43;118;163;14;Text
8;95;760;11875;.466;.904;2.95;354;687;120;Text
14;201;2814;14357;.373;.641;4.84;1050;1804;217;Text
10;20;200;2000;.605;.795;8.07;121;159;15;Text
11;165;1815;15000;.354;.706;3.38;643;1282;190;Text
14;417;5838;29786;.359;.559;4.48;2094;3262;467;Text
9;19;171;2111;.620;.836;7.57;106;143;14;Text
12;272;3264;22667;.329;.750;2.74;1075;2448;393;Text
14;319;4466;22786;.370;.577;4.54;1654;2577;364;Text
10;19;190;1900;.611;.900;8.29;116;171;14;Text
11;98;1078;8909;.378;.724;3.04;408;781;134;Text
14;433;6062;30929;.355;.572;4.44;2152;3467;485;Text
9;20;180;2222;.628;.856;8.07;113;154;14;Text
11;152;1672;13818;.365;.764;2.88;610;1278;212;Text
14;340;4760;24286;.344;.563;4.60;1636;2682;356;Text
10;19;190;1900;.553;.805;7.50;105;153;14;Text
14;183;2562;13071;.390;.681;4.87;998;1745;205;Text
12;383;4596;31917;.307;.603;2.91;1409;2771;485;Text
12;1;12;.083;1.00;1.00;12.00;12;12;1;vert_line
168;135;22680;.804;.820;.904;62.81;18591;20513;296;graphic
9;1;9;.111;1.00;1.00;9.00;9;9;1;vert_line
6;54;324;9000;.549;.960;3.36;178;311;53;Text
83;315;26145;3795;.295;.594;9.21;7725;15523;839;picture
9;1;9;.111;1.00;1.00;9.00;9;9;1;vert_line
9;83;747;9222;.351;.726;2.94;262;542;89;Text
10;155;1550;15500;.350;.678;2.78;542;1051;195;Text
12;72;864;6000;.615;.862;6.40;531;745;83;Text
1;32;32;32000;.469;1.00;1.88;15;32;8;horiz_line
25;261;6525;10440;.887;.945;17.75;5785;6164;326;Text
11;185;2035;16818;.487;.883;4.50;991;1796;220;Text
10;10;100;1000;.520;.530;52.00;52;53;1;Text
7;45;315;6429;.483;.984;2.45;152;310;62;Text
14;284;3976;20286;.365;.540;5.10;1453;2147;285;Text
9;17;153;1889;.536;.915;6.31;82;140;13;Text
9;160;1440;17778;.360;.763;2.63;518;1098;197;Text
11;118;1298;10727;.459;.742;4.81;596;963;124;Text
10;16;160;1600;.619;.963;6.19;99;154;16;Text
13;369;4797;28385;.397;.662;4.79;1906;3176;398;Text
7;123;861;17571;.419;.962;2.62;361;828;138;Text
28;333;9324;11893;.351;.650;4.55;3270;6057;718;Text
10;19;190;1900;.584;.816;6.94;111;155;16;Text
8;272;2176;34000;.359;.848;2.70;781;1846;289;Text
28;281;7868;10036;.318;.551;4.72;2502;4339;530;Text
9;18;162;2000;.543;.815;8.80;88;132;10;Text
9;152;1368;16889;.379;.765;2.77;518;1047;187;Text
14;254;3556;18143;.377;.569;4.72;1341;2022;284;Text
10;20;200;2000;.485;.680;8.82;97;136;11;Text
14;395;5530;28214;.359;.658;4.70;1988;3636;423;Text
7;157;1099;22429;.439;.874;2.77;482;961;174;Text
11;433;4763;39364;.449;.706;4.65;2137;3365;460;Text
9;19;171;2111;.655;.871;8.62;112;149;13;Text
7;153;1071;21857;.467;.970;2.75;500;1039;182;Text
13;267;3471;20538;.401;.662;4.87;1392;2299;286;Text
10;19;190;1900;.600;.768;9.50;114;146;12;Text
8;193;1544;24125;.400;.829;2.51;617;1280;246;Text
25;340;8500;13600;.866;.926;16.57;7358;7872;444;Text
11;184;2024;16727;.471;.885;4.48;954;1791;213;Text
10;19;190;1900;.600;.895;8.14;114;170;14;Text
8;215;1720;26875;.366;.792;2.86;629;1362;220;Text
14;420;5880;30000;.376;.571;4.92;2209;3356;449;Text
3;3;9;1000;.889;1.00;8.00;8;9;1;Text
9;20;180;2222;.550;.783;8.25;99;141;12;Text
9;140;1260;15556;.380;.756;2.71;479;953;177;Text
13;191;2483;14692;.406;.617;4.71;1007;1532;214;Text
9;19;171;2111;.550;.860;7.23;94;147;13;Text
9;369;3321;41000;.329;.639;2.67;1094;2122;409;Text
7;14;98;2000;.102;.204;10.00;10;20;1;horiz_line
166;472;78352;2843;.359;.547;17.12;28093;42821;1641;graphic
12;72;864;6000;.635;.940;5.97;549;812;92;Text
1;15;15;15000;.533;1.00;2.00;8;15;4;horiz_line
23;132;3036;5739;.950;1.00;20.76;2885;3036;139;Text
14;416;5824;29714;.384;.617;4.64;2234;3594;481;Text
10;9;90;.900;.667;.689;30.00;60;62;2;Text
7;43;301;6143;.545;.973;2.56;164;293;64;Text
24;198;4752;8250;.911;.983;15.80;4329;4670;274;Text
13;213;2769;16385;.359;.658;4.65;995;1821;214;Text
3;4;12;1333;.750;.750;9.00;9;9;1;Text
10;16;160;1600;.425;.794;7.56;68;127;9;Text
9;82;738;9111;.312;.669;2.74;230;494;84;Text
10;17;170;1700;.571;.918;6.47;97;156;15;Text
13;266;3458;20462;.398;.579;4.81;1375;2003;286;Text
9;124;1116;13778;.348;.722;2.57;388;806;151;Text
14;320;4480;22857;.354;.585;4.46;1584;2621;355;Text
10;17;170;1700;.535;.853;7.58;91;145;12;Text
13;133;1729;10231;.360;.721;4.90;622;1247;127;Text
9;250;2250;27778;.360;.733;2.56;810;1649;316;Text
27;320;8640;11852;.321;.561;4.53;2774;4845;613;Text
9;19;171;2111;.667;.895;7.60;114;153;15;Text
9;250;2250;27778;.366;.768;2.60;823;1727;317;Text
24;170;4080;7083;.931;.999;17.04;3799;4075;223;Text
11;184;2024;16727;.460;.796;4.41;931;1611;211;Text
10;18;180;1800;.583;.894;7.50;105;161;14;Text
9;249;2241;27667;.346;.770;2.54;776;1725;306;Text
27;267;7209;9889;.362;.674;4.36;2610;4860;599;Text
10;19;190;1900;.611;.874;8.92;116;166;13;Text
7;57;399;8143;.414;.797;2.70;165;318;61;Text
13;1;13;.077;1.00;1.00;13.00;13;13;1;vert_line
174;471;81954;2707;.339;.433;15.84;27820;35499;1756;graphic
6;72;432;12000;.604;.991;4.08;261;428;64;Text
1;7;7;7000;1.00;1.00;7.00;7;7;1;Text
9;83;747;9222;.333;.742;2.93;249;554;85;Text
9;154;1386;17111;.406;.727;2.93;563;1008;192;Text
11;71;781;6455;.690;.950;7.00;539;742;77;Text
1;63;63;63000;.587;1.00;2.31;37;63;16;horiz_line
24;209;5016;8708;.926;.992;17.27;4645;4976;269;Text
16;344;5504;21500;.373;.572;5.73;2053;3146;358;Text
11;20;220;1818;.564;.909;8.27;124;200;15;Text
11;154;1694;14000;.360;.731;2.96;609;1238;206;Text
25;198;4950;7920;.869;.932;15.94;4304;4611;270;Text
16;427;6832;26688;.400;.632;5.56;2736;4316;492;Text
12;23;276;1917;.576;.826;7.57;159;228;21;Text
16;121;1936;7563;.396;.611;5.60;767;1182;137;Text
12;409;4908;34083;.302;.604;2.88;1482;2966;515;Text
26;184;4784;7077;.773;.886;16.88;3696;4241;219;Text
17;350;5950;20588;.363;.577;5.22;2162;3433;414;Text
12;23;276;1917;.576;.790;9.94;159;218;16;Text
15;121;1815;8067;.428;.761;5.35;776;1381;145;Text
11;205;2255;18636;.371;.717;3.01;837;1616;278;Text
16;367;5872;22938;.385;.575;5.29;2258;3377;427;Text
11;24;264;2182;.530;.727;10.00;140;192;14;Text
15;138;2070;9200;.431;.750;5.45;893;1552;164;Text
12;266;3192;22167;.338;.667;2.72;1079;2130;397;Text
17;382;6494;22471;.363;.567;5.46;2355;3680;431;Text
11;20;220;1818;.568;.895;8.93;125;197;14;Text
16;181;2896;11313;.400;.759;5.10;1157;2198;227;Text
11;198;2178;18000;.383;.773;2.90;834;1683;288;Text
1;42;42;42000;.190;1.00;1.60;8;42;5;horiz_line
47;1;47;.021;1.00;1.00;47.00;47;47;1;vert_line
7;79;553;11286;.566;.967;3.56;313;535;88;Text
83;326;27058;3928;.286;.671;7.55;7741;18149;1025;picture
72;96;6912;1333;.488;.582;15.69;3374;4025;215;graphic
8;82;656;10250;.412;.803;2.78;270;527;97;Text
10;155;1550;15500;.332;.687;2.47;514;1065;208;Text
1;28;28;28000;.464;1.00;2.17;13;28;6;horiz_line
11;72;792;6545;.665;.938;6.35;527;743;83;Text
24;120;2880;5000;.927;.972;21.36;2670;2800;125;Text
16;344;5504;21500;.385;.662;5.20;2121;3643;408;Text
12;11;132;.917;.652;.735;12.29;86;97;7;Text
13;135;1755;10385;.492;.833;5.50;864;1462;157;Text
9;78;702;8667;.464;.890;3.33;326;625;98;Text
31;322;9982;10387;.689;.753;16.87;6881;7519;408;Text
16;391;6256;24438;.401;.674;5.26;2508;4219;477;Text
3;4;12;1333;.917;.917;11.00;11;11;1;Text
11;20;220;1818;.564;.918;8.86;124;202;14;Text
11;70;770;6364;.381;.639;3.53;293;492;83;Text
16;1;16;.063;1.00;1.00;16.00;16;16;1;vert_line
39;353;13767;9051;.557;.608;16.89;7667;8370;454;Text
16;415;6640;25938;.389;.675;5.17;2582;4480;499;Text
12;20;240;1667;.546;.838;8.19;131;201;16;Text
16;205;3280;12813;.401;.799;5.36;1314;2622;245;Text
11;195;2145;17727;.358;.781;3.00;768;1676;256;Text
24;170;4080;7083;.924;.997;15.90;3768;4068;237;Text
16;359;5744;22438;.376;.652;5.41;2158;3747;399;Text
12;22;264;1833;.553;.841;7.68;146;222;19;Text
16;341;5456;21313;.378;.724;5.23;2060;3949;394;Text
9;70;630;7778;.433;.851;2.79;273;536;98;Text
25;203;5075;8120;.837;.929;15.22;4246;4713;279;Text
16;408;6528;25500;.390;.644;5.28;2546;4204;482;Text
11;22;242;2000;.649;.847;8.72;157;205;18;Text
15;222;3330;14800;.414;.728;5.34;1378;2425;258;Text
10;59;590;5900;.403;.792;2.98;238;467;80;Text
163;161;26243;.988;.523;.897;8.40;13725;23547;1634;graphic
7;80;560;11429;.500;.848;3.54;280;475;79;Text
83;314;26062;3783;.282;.619;8.77;7353;16139;838;picture
9;82;738;9111;.337;.821;2.49;249;606;100;Text
9;155;1395;17222;.366;.723;2.54;511;1008;201;Text
12;71;852;5917;.608;.863;6.40;518;735;81;Text
24;309;7416;12875;.921;.984;17.51;6828;7295;390;Text
15;356;5340;23733;.406;.626;5.29;2167;3342;410;Text
11;19;209;1727;.579;.957;7.56;121;200;16;Text
17;389;6613;22882;.344;.678;5.00;2273;4481;455;Text
11;56;616;5091;.386;.700;3.09;238;431;77;Text
12;22;264;1833;.621;.788;9.65;164;208;17;Text
16;424;6784;26500;.371;.563;5.34;2514;3820;471;Text
3;4;12;1333;.917;.917;11.00;11;11;1;Text
17;96;1632;5647;.366;.675;5.15;597;1101;116;Text
9;87;783;9667;.444;.962;2.37;348;753;147;Text
23;120;2760;5217;.942;1.00;17.44;2599;2760;149;Text
16;389;6224;24313;.364;.569;5.35;2268;3544;424;Text
12;22;264;1833;.580;.814;7.65;153;215;20;Text
14;62;868;4429;.433;.646;5.97;376;561;63;Text
11;161;1771;14636;.333;.650;2.71;589;1152;217;Text
23;198;4554;8609;.924;.999;14.93;4210;4548;282;Text
16;337;5392;21063;.363;.598;5.19;1956;3225;377;Text
11;23;253;2091;.585;.834;8.22;148;211;18;Text
16;393;6288;24563;.341;.653;5.13;2145;4103;418;Text
10;256;2560;25600;.363;.765;2.84;928;1959;327;Text
16;337;5392;21063;.369;.608;5.15;1992;3276;387;Text
12;22;264;1833;.538;.852;8.35;142;225;17;Text
17;398;6766;23412;.320;.608;5.30;2162;4117;408;Text
16;212;3392;13250;.376;.693;5.75;1276;2349;222;Text
10;256;2560;25600;.371;.779;2.95;951;1995;322;Text
3;424;1272;141.33;.537;.557;136.60;683;709;5;Text
186;469;87234;2522;.378;.529;22.29;33017;46133;1481;graphic
9;83;747;9222;.356;.914;2.77;266;683;96;Text
9;155;1395;17222;.346;.731;2.44;483;1020;198;Text
11;71;781;6455;.666;.937;6.19;520;732;84;Text
23;137;3151;5957;.855;.934;16.64;2695;2943;162;Text
12;20;240;1667;.525;.854;9.00;126;205;14;Text
16;399;6384;24938;.369;.577;5.34;2357;3685;441;Text
16;227;3632;14188;.410;.731;4.97;1490;2654;300;Text
12;69;828;5750;.332;.626;2.81;275;518;98;Text
16;382;6112;23875;.375;.600;5.16;2292;3670;444;Text
11;20;220;1818;.577;.882;8.47;127;194;15;Text
11;87;957;7909;.319;.628;2.65;305;601;115;Text
16;309;4944;19313;.382;.549;5.38;1890;2713;351;Text
11;22;242;2000;.603;.810;8.59;146;196;17;Text
15;356;5340;23733;.398;.738;5.32;2127;3940;400;Text
12;284;3408;23667;.325;.725;2.87;1109;2471;386;Text
15;294;4410;19600;.395;.651;5.28;1743;2872;330;Text
11;22;242;2000;.579;.806;7.78;140;195;18;Text
16;183;2928;11438;.413;.787;4.81;1208;2305;251;Text
11;81;891;7364;.339;.695;2.77;302;619;109;Text
24;334;8016;13917;.894;.966;14.30;7164;7740;501;Text
12;22;264;1833;.542;.784;8.94;143;207;16;Text
16;405;6480;25313;.382;.596;5.30;2476;3863;467;Text
3;4;12;1333;.833;.917;10.00;10;11;1;Text
16;424;6784;26500;.371;.719;5.16;2518;4879;488;Text
11;302;3322;27455;.379;.804;2.81;1260;2670;448;Text
187;141;26367;.754;.415;.884;4.69;10947;23301;2333;graphic
7;54;378;7714;.497;.849;3.42;188;321;55;Text
82;314;25748;3829;.296;.502;10.84;7618;12923;703;Text
1;9;9;9000;1.00;1.00;9.00;9;9;1;Text
9;82;738;9111;.306;.695;2.86;226;513;79;Text
9;155;1395;17222;.376;.722;2.53;524;1007;207;Text
12;72;864;6000;.638;.918;6.12;551;793;90;Text
1;23;23;23000;.348;1.00;1.60;8;23;5;horiz_line
1;14;14;14000;.500;1.00;2.33;7;14;3;horiz_line
1;45;45;45000;.244;1.00;1.38;11;45;8;horiz_line
23;125;2875;5435;.953;1.00;20.75;2739;2875;132;Text
16;376;6016;23500;.371;.580;5.57;2232;3490;401;Text
12;10;120;.833;.675;.783;11.57;81;94;7;Text
16;352;5632;22000;.390;.738;5.25;2196;4157;418;Text
11;236;2596;21455;.354;.803;2.91;920;2084;316;Text
3;4;12;1333;1.00;1.00;12.00;12;12;1;Text
11;19;209;1727;.598;.947;7.35;125;198;17;Text
15;154;2310;10267;.423;.704;5.84;976;1626;167;Text
16;417;6672;26063;.381;.652;5.29;2543;4349;481;Text
12;404;4848;33667;.334;.674;2.82;1617;3267;573;Text
5;2;10;.400;.900;.900;9.00;9;9;1;vert_line
14;2;28;.143;.536;.536;15.00;15;15;1;vert_line
24;135;3240;5625;.911;.966;18.69;2953;3131;158;Text
11;2;22;.182;.636;.636;14.00;14;14;1;vert_line
12;216;2592;18000;.507;.764;5.30;1315;1981;248;Text
11;22;242;2000;.632;.864;8.05;153;209;19;Text
15;268;4020;17867;.413;.731;5.10;1661;2940;326;Text
3;4;12;1333;.917;.917;11.00;11;11;1;Text
11;94;1034;8545;.380;.677;3.12;393;700;126;Text
4;2;8;.500;1.00;1.00;8.00;8;8;1;vert_line
17;403;6851;23706;.349;.521;5.43;2388;3568;440;Text
11;22;242;2000;.624;.880;9.44;151;213;16;Text
10;57;570;5700;.407;.739;2.94;232;421;79;Text
16;356;5696;22250;.377;.576;5.80;2150;3279;371;Text
12;22;264;1833;.568;.837;7.50;150;221;20;Text
16;439;7024;27438;.384;.724;5.09;2696;5084;530;Text
11;436;4796;39636;.336;.755;2.86;1612;3623;564;Text
8;94;752;11750;.485;.922;3.07;365;693;119;Text
16;410;6560;25625;.381;.569;5.55;2497;3731;450;Text
11;22;242;2000;.603;.888;8.59;146;215;17;Text
16;243;3888;15188;.394;.709;5.50;1530;2756;278;Text
11;378;4158;34364;.330;.684;2.95;1371;2846;465;Text
9;1;9;.111;1.00;1.00;9.00;9;9;1;vert_line
6;57;342;9500;.453;.906;2.46;155;310;63;Text
8;104;832;13000;.575;.870;3.71;478;724;129;Text
8;64;512;8000;.541;.947;3.85;277;485;72;Text
77;271;20867;3519;.478;.744;11.28;9981;15523;885;Text
9;268;2412;29778;.465;.694;6.30;1122;1675;178;Text
9;230;2070;25556;.399;.870;2.63;826;1800;314;Text
9;150;1350;16667;.284;.756;1.76;384;1020;218;Text
8;13;104;1625;.663;.817;6.90;69;85;10;Text
8;157;1256;19625;.446;.987;2.55;560;1240;220;Text
9;232;2088;25778;.274;.782;1.76;573;1633;326;Text
8;13;104;1625;.635;.788;8.25;66;82;8;Text
10;248;2480;24800;.356;.729;2.60;883;1807;340;Text
10;177;1770;17700;.260;.693;1.77;461;1226;261;Text
8;13;104;1625;.683;.817;7.10;71;85;10;Text
9;171;1539;19000;.400;.778;2.87;615;1198;214;Text
8;48;384;6000;.354;.901;1.68;136;346;81;Text
7;13;91;1857;.780;.989;7.89;71;90;9;Text
10;316;3160;31600;.366;.673;2.74;1158;2126;422;Text
9;281;2529;31222;.272;.856;1.73;687;2164;398;Text
